tag_id	sent_id	tag type	morphemes	type	subjectivity-type	subjectivity-polarity	polarity	intensity	nested-source	target	comment	confident	raw-sentence	sentence-morph
12005	9134	Seed	몸/NNG#270871; 을/JKO#270872; 얼어붙/VV#270873; 게/EC#270874; 만들/VV#270875	indirect	Judgment	POS	POS	High	서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867; 들/XSN#270868	신비/NNG#270877; 의/JKG#270878; 조각/NNG#270879		TRUE	그 부드러운 미소와 11등신의 날씬한 자태 때문에 서구의 미술사학자들이 '몸을 얼어붙게 만드는 신비의 조각'이라고 극찬을 아끼지 않고 있는 이 관음상은 한-일 미술사학계에서도 첨예한 논쟁의 대상이기도 하다.	그/MM#270850; 부드럽/VA#270851; ㄴ/ETM#270852; 미소/NNG#270853; 와/JC#270854; 11/SN#270855; 등신/NNG#270856; 의/JKG#270857; 날씬/XR#270858; 하/XSA#270859; ㄴ/ETM#270860; 자태/NNG#270861; 때문/NNB#270862; 에/JKB#270863; 서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867; 들/XSN#270868; 이/JKS#270869; '/SS#270870; 몸/NNG#270871; 을/JKO#270872; 얼어붙/VV#270873; 게/EC#270874; 만들/VV#270875; 는/ETM#270876; 신비/NNG#270877; 의/JKG#270878; 조각/NNG#270879; '/SS#270880; 이라고/JKQ#270881; 극찬/NNG#270882; 을/JKO#270883; 아끼/VV#270884; 지/EC#270885; 않/VX#270886; 고/EC#270887; 있/VX#270888; 는/ETM#270889; 이/MM#270890; 관음상/NNG#270891; 은/JX#270892; 한/NNP#270893; -/SS#270894; 일/NNP#270895; 미술사학/NNG#270896; 계/XSN#270897; 에서/JKB#270898; 도/JX#270899; 첨예/XR#270900; 하/XSA#270901; ㄴ/ETM#270902; 논쟁/NNG#270903; 의/JKG#270904; 대상/NNG#270905; 이/VCP#270906; 기/ETN#270907; 도/JX#270908; 하/VX#270909; 다/EF#270910; ./SF#270911
12006	9134	Seed	극찬/NNG#270882; 을/JKO#270883; 아끼/VV#270884; 지/EC#270885; 않/VX#270886	dir-speech	Judgment	POS	POS	High	서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867; 들/XSN#270868	몸/NNG#270871; 을/JKO#270872; 얼어붙/VV#270873; 게/EC#270874; 만들/VV#270875; 는/ETM#270876; 신비/NNG#270877; 의/JKG#270878; 조각/NNG#270879		TRUE	그 부드러운 미소와 11등신의 날씬한 자태 때문에 서구의 미술사학자들이 '몸을 얼어붙게 만드는 신비의 조각'이라고 극찬을 아끼지 않고 있는 이 관음상은 한-일 미술사학계에서도 첨예한 논쟁의 대상이기도 하다.	그/MM#270850; 부드럽/VA#270851; ㄴ/ETM#270852; 미소/NNG#270853; 와/JC#270854; 11/SN#270855; 등신/NNG#270856; 의/JKG#270857; 날씬/XR#270858; 하/XSA#270859; ㄴ/ETM#270860; 자태/NNG#270861; 때문/NNB#270862; 에/JKB#270863; 서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867; 들/XSN#270868; 이/JKS#270869; '/SS#270870; 몸/NNG#270871; 을/JKO#270872; 얼어붙/VV#270873; 게/EC#270874; 만들/VV#270875; 는/ETM#270876; 신비/NNG#270877; 의/JKG#270878; 조각/NNG#270879; '/SS#270880; 이라고/JKQ#270881; 극찬/NNG#270882; 을/JKO#270883; 아끼/VV#270884; 지/EC#270885; 않/VX#270886; 고/EC#270887; 있/VX#270888; 는/ETM#270889; 이/MM#270890; 관음상/NNG#270891; 은/JX#270892; 한/NNP#270893; -/SS#270894; 일/NNP#270895; 미술사학/NNG#270896; 계/XSN#270897; 에서/JKB#270898; 도/JX#270899; 첨예/XR#270900; 하/XSA#270901; ㄴ/ETM#270902; 논쟁/NNG#270903; 의/JKG#270904; 대상/NNG#270905; 이/VCP#270906; 기/ETN#270907; 도/JX#270908; 하/VX#270909; 다/EF#270910; ./SF#270911
12007	9134	Seed	신비/NNG#270877	indirect	Judgment	POS	POS	Medium	서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867	조각/NNG#270879		TRUE	그 부드러운 미소와 11등신의 날씬한 자태 때문에 서구의 미술사학자들이 '몸을 얼어붙게 만드는 신비의 조각'이라고 극찬을 아끼지 않고 있는 이 관음상은 한-일 미술사학계에서도 첨예한 논쟁의 대상이기도 하다.	그/MM#270850; 부드럽/VA#270851; ㄴ/ETM#270852; 미소/NNG#270853; 와/JC#270854; 11/SN#270855; 등신/NNG#270856; 의/JKG#270857; 날씬/XR#270858; 하/XSA#270859; ㄴ/ETM#270860; 자태/NNG#270861; 때문/NNB#270862; 에/JKB#270863; 서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867; 들/XSN#270868; 이/JKS#270869; '/SS#270870; 몸/NNG#270871; 을/JKO#270872; 얼어붙/VV#270873; 게/EC#270874; 만들/VV#270875; 는/ETM#270876; 신비/NNG#270877; 의/JKG#270878; 조각/NNG#270879; '/SS#270880; 이라고/JKQ#270881; 극찬/NNG#270882; 을/JKO#270883; 아끼/VV#270884; 지/EC#270885; 않/VX#270886; 고/EC#270887; 있/VX#270888; 는/ETM#270889; 이/MM#270890; 관음상/NNG#270891; 은/JX#270892; 한/NNP#270893; -/SS#270894; 일/NNP#270895; 미술사학/NNG#270896; 계/XSN#270897; 에서/JKB#270898; 도/JX#270899; 첨예/XR#270900; 하/XSA#270901; ㄴ/ETM#270902; 논쟁/NNG#270903; 의/JKG#270904; 대상/NNG#270905; 이/VCP#270906; 기/ETN#270907; 도/JX#270908; 하/VX#270909; 다/EF#270910; ./SF#270911
12008	9134	Seed	첨예/XR#270900; 하/XSA#270901; ㄴ/ETM#270902; 논쟁/NNG#270903	indirect	Agreement	NEG	POS	Medium	한/NNP#270893; -/SS#270894; 일/NNP#270895; 미술사학/NNG#270896; 계/XSN#270897	이/MM#270890; 관음상/NNG#270891; 논쟁/NNG#270903; 의/JKG#270904; 대상/NNG#270905		TRUE	그 부드러운 미소와 11등신의 날씬한 자태 때문에 서구의 미술사학자들이 '몸을 얼어붙게 만드는 신비의 조각'이라고 극찬을 아끼지 않고 있는 이 관음상은 한-일 미술사학계에서도 첨예한 논쟁의 대상이기도 하다.	그/MM#270850; 부드럽/VA#270851; ㄴ/ETM#270852; 미소/NNG#270853; 와/JC#270854; 11/SN#270855; 등신/NNG#270856; 의/JKG#270857; 날씬/XR#270858; 하/XSA#270859; ㄴ/ETM#270860; 자태/NNG#270861; 때문/NNB#270862; 에/JKB#270863; 서구/NNG#270864; 의/JKG#270865; 미술사/NNG#270866; 학자/NNG#270867; 들/XSN#270868; 이/JKS#270869; '/SS#270870; 몸/NNG#270871; 을/JKO#270872; 얼어붙/VV#270873; 게/EC#270874; 만들/VV#270875; 는/ETM#270876; 신비/NNG#270877; 의/JKG#270878; 조각/NNG#270879; '/SS#270880; 이라고/JKQ#270881; 극찬/NNG#270882; 을/JKO#270883; 아끼/VV#270884; 지/EC#270885; 않/VX#270886; 고/EC#270887; 있/VX#270888; 는/ETM#270889; 이/MM#270890; 관음상/NNG#270891; 은/JX#270892; 한/NNP#270893; -/SS#270894; 일/NNP#270895; 미술사학/NNG#270896; 계/XSN#270897; 에서/JKB#270898; 도/JX#270899; 첨예/XR#270900; 하/XSA#270901; ㄴ/ETM#270902; 논쟁/NNG#270903; 의/JKG#270904; 대상/NNG#270905; 이/VCP#270906; 기/ETN#270907; 도/JX#270908; 하/VX#270909; 다/EF#270910; ./SF#270911
11992	9135	SubjTag					NEUT	Medium				TRUE	백제인 후예가 만들었다는 한국학계의 중론에 반해 일본 학자들은 중국 남조시대의 조각을 모델로 만들었다고 주장하고 있기 때문이다.	백제인/NNG#270912; 후예/NNG#270913; 가/JKS#270914; 만들/VV#270915; 었/EP#270916; 다는/ETM#270917; 한국학/NNG#270918; 계/XSN#270919; 의/JKG#270920; 중론/NNG#270921; 에/JKB#270922; 반하/VV#270923; 아/EC#270924; 일본/NNP#270925; 학자/NNG#270926; 들/XSN#270927; 은/JX#270928; 중국/NNP#270929; 남조/NNP#270930; 시대/NNG#270931; 의/JKG#270932; 조각/NNG#270933; 을/JKO#270934; 모델/NNG#270935; 로/JKB#270936; 만들/VV#270937; 었/EP#270938; 다고/EC#270939; 주장/NNG#270940; 하/XSV#270941; 고/EC#270942; 있/VX#270943; 기/ETN#270944; 때문/NNB#270945; 이/VCP#270946; 다/EF#270947; ./SF#270948
12009	9135	Seed	중론/NNG#270921	indirect	Argument	POS	NEUT	Medium	한국학/NNG#270918; 계/XSN#270919	백제인/NNG#270912; 후예/NNG#270913; 가/JKS#270914; 만들/VV#270915; 었/EP#270916		TRUE	백제인 후예가 만들었다는 한국학계의 중론에 반해 일본 학자들은 중국 남조시대의 조각을 모델로 만들었다고 주장하고 있기 때문이다.	백제인/NNG#270912; 후예/NNG#270913; 가/JKS#270914; 만들/VV#270915; 었/EP#270916; 다는/ETM#270917; 한국학/NNG#270918; 계/XSN#270919; 의/JKG#270920; 중론/NNG#270921; 에/JKB#270922; 반하/VV#270923; 아/EC#270924; 일본/NNP#270925; 학자/NNG#270926; 들/XSN#270927; 은/JX#270928; 중국/NNP#270929; 남조/NNP#270930; 시대/NNG#270931; 의/JKG#270932; 조각/NNG#270933; 을/JKO#270934; 모델/NNG#270935; 로/JKB#270936; 만들/VV#270937; 었/EP#270938; 다고/EC#270939; 주장/NNG#270940; 하/XSV#270941; 고/EC#270942; 있/VX#270943; 기/ETN#270944; 때문/NNB#270945; 이/VCP#270946; 다/EF#270947; ./SF#270948
12010	9135	Seed	주장/NNG#270940; 하/XSV#270941	dir-speech	Argument	POS	NEUT	Medium	일본/NNP#270925; 학자/NNG#270926; 들/XSN#270927	중국/NNP#270929; 남조/NNP#270930; 시대/NNG#270931; 의/JKG#270932; 조각/NNG#270933; 을/JKO#270934; 모델/NNG#270935; 로/JKB#270936; 만들/VV#270937; 었/EP#270938		TRUE	백제인 후예가 만들었다는 한국학계의 중론에 반해 일본 학자들은 중국 남조시대의 조각을 모델로 만들었다고 주장하고 있기 때문이다.	백제인/NNG#270912; 후예/NNG#270913; 가/JKS#270914; 만들/VV#270915; 었/EP#270916; 다는/ETM#270917; 한국학/NNG#270918; 계/XSN#270919; 의/JKG#270920; 중론/NNG#270921; 에/JKB#270922; 반하/VV#270923; 아/EC#270924; 일본/NNP#270925; 학자/NNG#270926; 들/XSN#270927; 은/JX#270928; 중국/NNP#270929; 남조/NNP#270930; 시대/NNG#270931; 의/JKG#270932; 조각/NNG#270933; 을/JKO#270934; 모델/NNG#270935; 로/JKB#270936; 만들/VV#270937; 었/EP#270938; 다고/EC#270939; 주장/NNG#270940; 하/XSV#270941; 고/EC#270942; 있/VX#270943; 기/ETN#270944; 때문/NNB#270945; 이/VCP#270946; 다/EF#270947; ./SF#270948
12011	9135	Seed	때문/NNB#270945; 이/VCP#270946	writing-device	Judgment	POS	None	None				TRUE	백제인 후예가 만들었다는 한국학계의 중론에 반해 일본 학자들은 중국 남조시대의 조각을 모델로 만들었다고 주장하고 있기 때문이다.	백제인/NNG#270912; 후예/NNG#270913; 가/JKS#270914; 만들/VV#270915; 었/EP#270916; 다는/ETM#270917; 한국학/NNG#270918; 계/XSN#270919; 의/JKG#270920; 중론/NNG#270921; 에/JKB#270922; 반하/VV#270923; 아/EC#270924; 일본/NNP#270925; 학자/NNG#270926; 들/XSN#270927; 은/JX#270928; 중국/NNP#270929; 남조/NNP#270930; 시대/NNG#270931; 의/JKG#270932; 조각/NNG#270933; 을/JKO#270934; 모델/NNG#270935; 로/JKB#270936; 만들/VV#270937; 었/EP#270938; 다고/EC#270939; 주장/NNG#270940; 하/XSV#270941; 고/EC#270942; 있/VX#270943; 기/ETN#270944; 때문/NNB#270945; 이/VCP#270946; 다/EF#270947; ./SF#270948
11993	9136	SubjTag					POS	Medium				TRUE	백제관음상의 제작자를 둘러싼 수수께끼가 더욱 재미있는 것은 그렇게 유명한 이 불상이 정작 17세기 들어와서야 일본 문헌에 나온다는 사실이다.	백제/NNP#270949; 관음상/NNG#270950; 의/JKG#270951; 제작자/NNG#270952; 를/JKO#270953; 둘러싸/VV#270954; ㄴ/ETM#270955; 수수께끼/NNG#270956; 가/JKS#270957; 더욱/MAG#270958; 재미있/VA#270959; 는/ETM#270960; 것/NNB#270961; 은/JX#270962; 그렇/VA#270963; 게/EC#270964; 유명*/NNG#270965; 하/XSA#270966; ㄴ/ETM#270967; 이/MM#270968; 불상/NNG#270969; 이/JKS#270970; 정작/NNG#270971; 17/SN#270972; 세기/NNG#270973; 들어오/VV#270974; 아서/EC#270975; 야/JX#270976; 일본/NNP#270977; 문헌/NNG#270978; 에/JKB#270979; 나오/VV#270980; ㄴ다는/ETM#270981; 사실/NNG#270982; 이/VCP#270983; 다/EF#270984; ./SF#270985
12012	9136	Seed	더욱/MAG#270958; 재미있/VA#270959	indirect	Judgment	POS	POS	High		백제/NNP#270949; 관음상/NNG#270950; 의/JKG#270951; 제작자/NNG#270952; 를/JKO#270953; 둘러싸/VV#270954; ㄴ/ETM#270955; 수수께끼/NNG#270956		TRUE	백제관음상의 제작자를 둘러싼 수수께끼가 더욱 재미있는 것은 그렇게 유명한 이 불상이 정작 17세기 들어와서야 일본 문헌에 나온다는 사실이다.	백제/NNP#270949; 관음상/NNG#270950; 의/JKG#270951; 제작자/NNG#270952; 를/JKO#270953; 둘러싸/VV#270954; ㄴ/ETM#270955; 수수께끼/NNG#270956; 가/JKS#270957; 더욱/MAG#270958; 재미있/VA#270959; 는/ETM#270960; 것/NNB#270961; 은/JX#270962; 그렇/VA#270963; 게/EC#270964; 유명*/NNG#270965; 하/XSA#270966; ㄴ/ETM#270967; 이/MM#270968; 불상/NNG#270969; 이/JKS#270970; 정작/NNG#270971; 17/SN#270972; 세기/NNG#270973; 들어오/VV#270974; 아서/EC#270975; 야/JX#270976; 일본/NNP#270977; 문헌/NNG#270978; 에/JKB#270979; 나오/VV#270980; ㄴ다는/ETM#270981; 사실/NNG#270982; 이/VCP#270983; 다/EF#270984; ./SF#270985
12013	9136	Seed	유명*/NNG#270965; 하/XSA#270966	indirect	Judgment	POS	POS	High	Imp	불상/NNG#270969		TRUE	백제관음상의 제작자를 둘러싼 수수께끼가 더욱 재미있는 것은 그렇게 유명한 이 불상이 정작 17세기 들어와서야 일본 문헌에 나온다는 사실이다.	백제/NNP#270949; 관음상/NNG#270950; 의/JKG#270951; 제작자/NNG#270952; 를/JKO#270953; 둘러싸/VV#270954; ㄴ/ETM#270955; 수수께끼/NNG#270956; 가/JKS#270957; 더욱/MAG#270958; 재미있/VA#270959; 는/ETM#270960; 것/NNB#270961; 은/JX#270962; 그렇/VA#270963; 게/EC#270964; 유명*/NNG#270965; 하/XSA#270966; ㄴ/ETM#270967; 이/MM#270968; 불상/NNG#270969; 이/JKS#270970; 정작/NNG#270971; 17/SN#270972; 세기/NNG#270973; 들어오/VV#270974; 아서/EC#270975; 야/JX#270976; 일본/NNP#270977; 문헌/NNG#270978; 에/JKB#270979; 나오/VV#270980; ㄴ다는/ETM#270981; 사실/NNG#270982; 이/VCP#270983; 다/EF#270984; ./SF#270985
12014	9136	Seed	정작/NNG#270971	writing-device	Judgment	POS	None	None				TRUE	백제관음상의 제작자를 둘러싼 수수께끼가 더욱 재미있는 것은 그렇게 유명한 이 불상이 정작 17세기 들어와서야 일본 문헌에 나온다는 사실이다.	백제/NNP#270949; 관음상/NNG#270950; 의/JKG#270951; 제작자/NNG#270952; 를/JKO#270953; 둘러싸/VV#270954; ㄴ/ETM#270955; 수수께끼/NNG#270956; 가/JKS#270957; 더욱/MAG#270958; 재미있/VA#270959; 는/ETM#270960; 것/NNB#270961; 은/JX#270962; 그렇/VA#270963; 게/EC#270964; 유명*/NNG#270965; 하/XSA#270966; ㄴ/ETM#270967; 이/MM#270968; 불상/NNG#270969; 이/JKS#270970; 정작/NNG#270971; 17/SN#270972; 세기/NNG#270973; 들어오/VV#270974; 아서/EC#270975; 야/JX#270976; 일본/NNP#270977; 문헌/NNG#270978; 에/JKB#270979; 나오/VV#270980; ㄴ다는/ETM#270981; 사실/NNG#270982; 이/VCP#270983; 다/EF#270984; ./SF#270985
31118	9136	Seed	ㄴ다는/ETM#270981; 사실/NNG#270982; 이/VCP#270983	dir-explicit	Argument	POS	NEUT	Medium		그렇/VA#270963; 게/EC#270964; 유명*/NNG#270965; 하/XSA#270966; ㄴ/ETM#270967; 이/MM#270968; 불상/NNG#270969; 이/JKS#270970; 정작/NNG#270971; 17/SN#270972; 세기/NNG#270973; 들어오/VV#270974; 아서/EC#270975; 야/JX#270976; 일본/NNP#270977; 문헌/NNG#270978; 에/JKB#270979; 나오/VV#270980		TRUE	백제관음상의 제작자를 둘러싼 수수께끼가 더욱 재미있는 것은 그렇게 유명한 이 불상이 정작 17세기 들어와서야 일본 문헌에 나온다는 사실이다.	백제/NNP#270949; 관음상/NNG#270950; 의/JKG#270951; 제작자/NNG#270952; 를/JKO#270953; 둘러싸/VV#270954; ㄴ/ETM#270955; 수수께끼/NNG#270956; 가/JKS#270957; 더욱/MAG#270958; 재미있/VA#270959; 는/ETM#270960; 것/NNB#270961; 은/JX#270962; 그렇/VA#270963; 게/EC#270964; 유명*/NNG#270965; 하/XSA#270966; ㄴ/ETM#270967; 이/MM#270968; 불상/NNG#270969; 이/JKS#270970; 정작/NNG#270971; 17/SN#270972; 세기/NNG#270973; 들어오/VV#270974; 아서/EC#270975; 야/JX#270976; 일본/NNP#270977; 문헌/NNG#270978; 에/JKB#270979; 나오/VV#270980; ㄴ다는/ETM#270981; 사실/NNG#270982; 이/VCP#270983; 다/EF#270984; ./SF#270985
