tag_id	sent_id	tag type	morphemes	type	subjectivity-type	subjectivity-polarity	polarity	intensity	nested-source	target	comment	confident	raw-sentence	sentence-morph
9880	1498	Seed	마약/NNG#41583; 중독/NNG#41584	indirect	Judgment	NEG	NEG	High	Imp	미국/NNP#41582		TRUE	아프리카 에이즈-미국 마약 중독등 심각 /	아프리카/NNP#41579; 에이즈/NNG#41580; -/SS#41581; 미국/NNP#41582; 마약/NNG#41583; 중독/NNG#41584; 등/NNB#41585; 심각/XR#41586; //SP#41587
9881	1498	Seed	심각/XR#41586	dir-explicit	Judgment	NEG	NEG	High		아프리카/NNP#41579; 에이즈/NNG#41580; -/SS#41581; 미국/NNP#41582; 마약/NNG#41583; 중독/NNG#41584		TRUE	아프리카 에이즈-미국 마약 중독등 심각 /	아프리카/NNP#41579; 에이즈/NNG#41580; -/SS#41581; 미국/NNP#41582; 마약/NNG#41583; 중독/NNG#41584; 등/NNB#41585; 심각/XR#41586; //SP#41587
9858	1499	ObjTag										TRUE	유니세프 보고서	유니세프/NNP#41588; 보고서/NNG#41589
9859	1500	ObjTag										TRUE	국제연합아동기금(UNICEF)은 21일 세계 어린이를 가장 위협하는 질병은 폐렴이라고 밝혔다.	국제/NNG#41590; 연합/NNG#41591; 아동/NNG#41592; 기금/NNG#41593; (/SS#41594; UNICEF/SL#41595; )/SS#41596; 은/JX#41597; 21/SN#41598; 일/NNB#41599; 세계/NNG#41600; 어린이/NNG#41601; 를/JKO#41602; 가장/MAG#41603; 위협/NNG#41604; 하/XSV#41605; 는/ETM#41606; 질병/NNG#41607; 은/JX#41608; 폐렴/NNG#41609; 이/VCP#41610; 라고/EC#41611; 밝히/VV#41612; 었/EP#41613; 다/EF#41614; ./SF#41615
9882	1500	Seed	가장/MAG#41603; 위협/NNG#41604; 하/XSV#41605	indirect	Judgment	NEG	NEG	High	국제/NNG#41590; 연합/NNG#41591; 아동/NNG#41592; 기금/NNG#41593	폐렴/NNG#41609		TRUE	국제연합아동기금(UNICEF)은 21일 세계 어린이를 가장 위협하는 질병은 폐렴이라고 밝혔다.	국제/NNG#41590; 연합/NNG#41591; 아동/NNG#41592; 기금/NNG#41593; (/SS#41594; UNICEF/SL#41595; )/SS#41596; 은/JX#41597; 21/SN#41598; 일/NNB#41599; 세계/NNG#41600; 어린이/NNG#41601; 를/JKO#41602; 가장/MAG#41603; 위협/NNG#41604; 하/XSV#41605; 는/ETM#41606; 질병/NNG#41607; 은/JX#41608; 폐렴/NNG#41609; 이/VCP#41610; 라고/EC#41611; 밝히/VV#41612; 었/EP#41613; 다/EF#41614; ./SF#41615
9883	1500	Seed	라고/EC#41611; 밝히/VV#41612	dir-speech	Argument	POS	NEG	High	국제/NNG#41590; 연합/NNG#41591; 아동/NNG#41592; 기금/NNG#41593	세계/NNG#41600; 어린이/NNG#41601; 를/JKO#41602; 가장/MAG#41603; 위협/NNG#41604; 하/XSV#41605; 는/ETM#41606; 질병/NNG#41607; 은/JX#41608; 폐렴/NNG#41609		TRUE	국제연합아동기금(UNICEF)은 21일 세계 어린이를 가장 위협하는 질병은 폐렴이라고 밝혔다.	국제/NNG#41590; 연합/NNG#41591; 아동/NNG#41592; 기금/NNG#41593; (/SS#41594; UNICEF/SL#41595; )/SS#41596; 은/JX#41597; 21/SN#41598; 일/NNB#41599; 세계/NNG#41600; 어린이/NNG#41601; 를/JKO#41602; 가장/MAG#41603; 위협/NNG#41604; 하/XSV#41605; 는/ETM#41606; 질병/NNG#41607; 은/JX#41608; 폐렴/NNG#41609; 이/VCP#41610; 라고/EC#41611; 밝히/VV#41612; 었/EP#41613; 다/EF#41614; ./SF#41615
9860	1501	ObjTag										TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9884	1501	Seed	사망/NNG#41660	indirect	Judgment	NEG	NEG	High	유니세프/NNP#41616			TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9885	1501	Seed	질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660	indirect	Judgment	NEG	NEG	High	유니세프/NNP#41616			TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9886	1501	Seed	장애/NNG#41662; 율/XSN#41663	indirect	Judgment	NEG	NEG	High	유니세프/NNP#41616			TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9887	1501	Seed	현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674	dir-explicit	Judgment	POS	POS	High	유니세프/NNP#41616	질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663		TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9888	1501	Seed	으나/EC#41678	writing-device	Judgment	POS	None	None	유니세프/NNP#41616			TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9889	1501	Seed	폐렴/NNG#41679	indirect	Judgment	NEG	NEG	Medium	유니세프/NNP#41616			TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9890	1501	Seed	목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683	indirect	Judgment	NEG	NEG	High	유니세프/NNP#41616	어린이/NNG#41685		TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9891	1501	Seed	밝히/VV#41695	dir-speech	Argument	NEG	NEG	High	유니세프/NNP#41616	"지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694"		TRUE	"유니세프는 이날 전세계적으로 동시에 발표한 `94 세계아동현황보고서'에서 지난 90년 어린이 대상 예방 접종률이 80%를 돌파한 이후, 질병으로 인한 사망과 장애율이 80년대에 비해 현격하게 감소되고 있으나 폐렴으로 목숨을 잃는 어린이들이 매년 3백만명이 넘는다고 밝혔다."	"유니세프/NNP#41616; 는/JX#41617; 이/MM#41618; 날/NNG#41619; 전/MM#41620; 세계/NNG#41621; 적/XSN#41622; 으로/JKB#41623; 동시/NNG#41624; 에/JKB#41625; 발표/NNG#41626; 하/XSV#41627; ㄴ/ETM#41628; `/SS#41629; 94/SN#41630; 세계/NNG#41631; 아동/NNG#41632; 현황/NNG#41633; 보고서/NNG#41634; '/SS#41635; 에서/JKB#41636; 지나/VV#41637; ㄴ/ETM#41638; 90/SN#41639; 년/NNB#41640; 어린이/NNG#41641; 대상/NNG#41642; 예방/NNG#41643; 접종/NNG#41644; 률/XSN#41645; 이/JKS#41646; 80/SN#41647; %/SW#41648; 를/JKO#41649; 돌파/NNG#41650; 하/XSV#41651; ㄴ/ETM#41652; 이후/NNG#41653; ,/SP#41654; 질병/NNG#41655; 으로/JKB#41656; 인/NNG#41657; 하/XSV#41658; ㄴ/ETM#41659; 사망/NNG#41660; 과/JC#41661; 장애/NNG#41662; 율/XSN#41663; 이/JKS#41664; 80/SN#41665; 년대/NNB#41666; 에/JKB#41667; 비/NNG#41668; 하/XSV#41669; 아/EC#41670; 현격/NNG#41671; 하/XSA#41672; 게/EC#41673; 감소/NNG#41674; 되/XSV#41675; 고/EC#41676; 있/VX#41677; 으나/EC#41678; 폐렴/NNG#41679; 으로/JKB#41680; 목숨/NNG#41681; 을/JKO#41682; 잃/VV#41683; 는/ETM#41684; 어린이/NNG#41685; 들/XSN#41686; 이/JKS#41687; 매년/NNG#41688; 3/SN#41689; 백만/NR#41690; 명/NNB#41691; 이/JKS#41692; 넘/VV#41693; 는다고/EC#41694; 밝히/VV#41695; 었/EP#41696; 다/EF#41697; ./SF#41698"
9861	1502	ObjTag										TRUE	"보고서는 ""Q=2""고 밝혔다."	"보고서/NNG#41699; 는/JX#41700; ""/SS#41701; Q=2/Q#41702; ""/SS#41703; 고/JKQ#41704; 밝히/VV#41705; 었/EP#41706; 다/EF#41707; ./SF#41708"
